index,product,category,sub_category,brand,sale_price,market_price,type,rating,rating_status,discount_amt,discount_pct
15853,"crackers - coconut, family pack, 10 crackers",Gourmet & World Food,Chocolates & Biscuits,gery gone mad,240.0,300.0,Crackers & Digestive,4.4,Rated,60.0,20.0
15854,natural - cream cheese,Gourmet & World Food,Dairy & Cheese,la cremella,225.0,225.0,International Cheese,,Not Rated,0.0,0.0
15855,"cashew butter - creamy, stone ground",Gourmet & World Food,"Sauces, Spreads & Dips",dhatu organics & naturals,450.0,450.0,"Jams, Marmalade, Spreads",1.0,Rated,0.0,0.0
15856,cleansing bar,Beauty & Hygiene,Bath & Hand Wash,sebamed,99.0,99.0,Bathing Bars & Soaps,4.8,Rated,0.0,0.0
15857,biscuits - super value family pack,Snacks & Branded Foods,Biscuits & Cookies,cadbury bournvita,99.0,99.0,Glucose & Milk Biscuits,4.2,Rated,0.0,0.0
15858,makka corn kernels,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700bc,35.0,35.0,Gourmet Popcorn,,Not Rated,0.0,0.0
15859,sensual amber handmade luxury soap,Beauty & Hygiene,Bath & Hand Wash,stbotanica,275.0,275.0,Bathing Bars & Soaps,4.0,Rated,0.0,0.0
15860,body deodorant - hydra energy,Beauty & Hygiene,Men's Grooming,wild stone,139.3,199.0,Men's Deodorants,1.0,Rated,59.69999999999999,29.999999999999993
15861,blossom printed plastic dustbin / garbage bin - white & orange,Cleaning & Household,Bins & Bathroom Ware,cello,179.0,225.0,Dustbins,3.6,Rated,46.0,20.444444444444446
15862,vitamin c spf 50 sunblock face & body mist sunscreen uva/uvb pa+++,Beauty & Hygiene,Skin Care,stbotanica,675.0,675.0,Face Care,,Not Rated,0.0,0.0
15863,cheese cubes,"Bakery, Cakes & Dairy",Dairy,britannia,125.0,150.0,Cheese,4.1,Rated,25.0,16.666666666666664
15864,"container - square, tower shape, blue","Kitchen, Garden & Pets",Storage & Accessories,mastercook,238.0,238.0,Containers Sets,3.3,Rated,0.0,0.0
15865,special face tissue,Cleaning & Household,"Disposables, Garbage Bag",premier,285.0,285.0,"Paper Napkin, Tissue Box",3.9,Rated,0.0,0.0
15866,jalapeno slice,Gourmet & World Food,Tinned & Processed Food,neo foods,198.0,220.0,"Olive, Jalapeno, Gherkin",4.4,Rated,22.0,10.0
15867,dishwasher detergent - lemon fragrance,Cleaning & Household,All Purpose Cleaners,arnigo,297.0,330.0,Imported Cleaners,,Not Rated,33.0,10.0
15868,mop - clip and fit refill,Cleaning & Household,"Mops, Brushes & Scrubs",gala,185.0,185.0,"Mops, Wipers",3.3,Rated,0.0,0.0
15869,patchouli essential oil for glowing radiant skin & healthy hair,Beauty & Hygiene,Skin Care,soulflower,722.5,850.0,Aromatherapy,,Not Rated,127.5,15.0
15870,greek yogurt smoothie - blueberry,Gourmet & World Food,Drinks & Beverages,epigamia,49.0,70.0,Milk & Soya Drinks,4.1,Rated,21.0,30.0
15871,& moms - citrus soap,Beauty & Hygiene,Bath & Hand Wash,dettol,195.0,195.0,Bathing Bars & Soaps,4.2,Rated,0.0,0.0
15872,creme care soap - for hands & body,Beauty & Hygiene,Bath & Hand Wash,nivea,85.0,85.0,Bathing Bars & Soaps,4.5,Rated,0.0,0.0
15873,dried - cranberries sliced,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",delight nuts,299.0,299.0,Dry Fruits & Berries,,Not Rated,0.0,0.0
15874,sambar onion - organically grown,Fruits & Vegetables,Fresh Vegetables,fresho,34.0,42.5,Organic Vegetables,,Not Rated,8.5,20.0
15875,"steel dinner plate - no. 14, khumcha","Kitchen, Garden & Pets",Steel Utensils,bb home,399.0,649.0,Plates & Tumblers,4.2,Rated,250.0,38.52080123266564
15876,"fruty multipurpose plastic basket - medium, assorted colour",Cleaning & Household,Bins & Bathroom Ware,polyset,49.0,79.0,"Laundry, Storage Baskets",3.9,Rated,30.0,37.9746835443038
15877,"sandwich bread - white, chemical free 400g + eggs - regular 6pcs","Bakery, Cakes & Dairy",Breads & Buns,fresho,80.58,89.0,"Milk, White & Sandwich",,Not Rated,8.420000000000002,9.460674157303373
15878,"brush set - wire, multipurpose","Kitchen, Garden & Pets",Kitchen Accessories,kvg,85.0,110.0,Kitchen Tools & Other Accessories,4.0,Rated,25.0,22.727272727272727
15879,indian jujube blossom honey,Gourmet & World Food,"Sauces, Spreads & Dips",sakurafresh,415.0,415.0,Honey & Maple Syrup,,Not Rated,0.0,0.0
15880,kitchen/dusting/cleaning mop cloth - grey,Cleaning & Household,"Mops, Brushes & Scrubs",shamrock,95.0,99.0,Dust Cloth & Wipes,4.0,Rated,4.0,4.040404040404041
15881,schezwan chutney,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",madhur,90.0,90.0,Dips & Dressings,3.6,Rated,0.0,0.0
15882,chicken chorizo sausage,"Eggs, Meat & Fish","Sausages, Bacon & Salami",la carne,300.0,300.0,Chicken Sausages,,Not Rated,0.0,0.0
15883,"cucumber - malabar, organically grown",Fruits & Vegetables,Organic Fruits & Vegetables,fresho,39.0,48.75,Organic Vegetables,,Not Rated,9.75,20.0
15884,wet cat food - real chicken & chicken liver in gravy,"Kitchen, Garden & Pets",Pet Food & Accessories,purepet,106.25,125.0,Pet Meals & Treats,3.0,Rated,18.75,15.0
15885,"deodorant body spray - original, for men",Beauty & Hygiene,Men's Grooming,old spice,179.1,199.0,Men's Deodorants,4.0,Rated,19.900000000000006,10.000000000000004
15886,facial kit - skin glow,Beauty & Hygiene,Skin Care,aroma magic,525.0,875.0,Face Care,,Not Rated,350.0,40.0
15887,immune care juice - helps boost overall immunity,Beverages,Fruit Juices & Drinks,kapiva ayurveda,450.0,450.0,Syrups & Concentrates,4.6,Rated,0.0,0.0
15888,cucumber skin toner/astringent,Beauty & Hygiene,Skin Care,jovees,166.25,175.0,Face Care,3.3,Rated,8.75,5.0
15889,rosemary pure aroma essential oil,Beauty & Hygiene,Skin Care,stbotanica,449.0,449.0,Aromatherapy,4.4,Rated,0.0,0.0
15890,penguen tea/coffee mug - evergreen,"Kitchen, Garden & Pets",Crockery & Cutlery,pasabahce,1009.0,1380.0,Glassware,4.0,Rated,371.0,26.884057971014492
15891,strong blend,Beverages,Coffee,jayanthi coffee,90.0,90.0,Ground Coffee,1.0,Rated,0.0,0.0
15892,multigrain chip - sweet chili,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",corniche,121.5,135.0,Nachos & Chips,3.6,Rated,13.5,10.0
15893,biscuits - marie,Snacks & Branded Foods,Biscuits & Cookies,bisk farm,35.0,35.0,"Marie, Health, Digestive",4.2,Rated,0.0,0.0
15894,commando compass box - green,Cleaning & Household,Stationery,nayasa,104.0,104.0,Exam Pads & Pencil Box,4.3,Rated,0.0,0.0
15895,designer glass bowl,"Kitchen, Garden & Pets",Crockery & Cutlery,blinkmax,640.0,640.0,Glassware,,Not Rated,0.0,0.0
15896,dark waffy premium vanilla flavoured choco wafer,Snacks & Branded Foods,Biscuits & Cookies,dukes,54.0,60.0,Cream Biscuits & Wafers,4.3,Rated,6.0,10.0
15897,chicken & tuna gourmet loaf - super food,"Kitchen, Garden & Pets",Pet Food & Accessories,kennel kitchen,150.0,150.0,Pet Meals & Treats,,Not Rated,0.0,0.0
15898,roasted grains,"Foodgrains, Oil & Masala",Dals & Pulses,manna,269.0,269.0,Cereals & Millets,3.9,Rated,0.0,0.0
15899,"vitamin c kit - face wash, night cream & face cream",Beauty & Hygiene,Skin Care,mamaearth,1597.0,1597.0,Face Care,,Not Rated,0.0,0.0
15900,dried amla bites,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",go desi,50.0,50.0,Dry Fruits & Berries,,Not Rated,0.0,0.0
15901,green tea - lemon zest,Beverages,Tea,lipton,65.0,65.0,Green Tea,4.2,Rated,0.0,0.0
15902,whey protein bar - chocolate brownie,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",yoga bar,657.06,699.0,Cereal & Granola Bars,4.2,Rated,41.940000000000055,6.000000000000008
15903,"two tone plastic bowl/ fruits & vegetable basket - no. 3, white base with pink ring, l2303","Kitchen, Garden & Pets",Storage & Accessories,princeware,69.0,118.0,Containers Sets,3.6,Rated,49.0,41.52542372881356
15904,"sponge scrub pad - red & grey, h130031s",Cleaning & Household,"Mops, Brushes & Scrubs",liao,79.0,129.0,"Utensil Scrub-Pad, Glove",,Not Rated,50.0,38.759689922480625
15905,diamond whisky/juice glass tumbler,"Kitchen, Garden & Pets",Crockery & Cutlery,pasabahce,579.0,786.0,Glassware,3.0,Rated,207.0,26.33587786259542
15906,"sweets - bombay halwa, ghee",Snacks & Branded Foods,Indian Mithai,grb,110.0,110.0,"Tinned, Packed Sweets",3.8,Rated,0.0,0.0
15907,moisture rich rose soap - for moms,Baby Care,Mothers & Maternity,himalaya,70.0,70.0,Maternity Personal Care,4.6,Rated,0.0,0.0
15908,parmesan grana padano d.o.p cheese - grated,Gourmet & World Food,Dairy & Cheese,fresho signature,478.8,532.0,International Cheese,,Not Rated,53.19999999999999,9.999999999999998
15909,opalware classique quarter plate set - twilight bouquet,"Kitchen, Garden & Pets",Crockery & Cutlery,laopala diva,510.0,510.0,Plates & Bowls,,Not Rated,0.0,0.0
15910,"radler - non alcoholic malt drink, mint & lime",Beverages,Energy & Soft Drinks,kingfisher,210.0,210.0,Non Alcoholic Drinks,3.9,Rated,0.0,0.0
15911,dan-o-pause anti dandruff shampoo,Beauty & Hygiene,Hair Care,sscpl herbals,210.0,210.0,Shampoo & Conditioner,3.0,Rated,0.0,0.0
15912,organic wheat daliya,"Foodgrains, Oil & Masala",Organic Staples,merakisan,56.0,56.0,"Organic Rice, Other Rice",3.6,Rated,0.0,0.0
15913,room air freshener spray - lavender mist,Cleaning & Household,Fresheners & Repellents,odonil,119.2,149.0,Air Freshener,4.2,Rated,29.799999999999997,20.0
15914,bubble glass,"Kitchen, Garden & Pets",Crockery & Cutlery,seven seas,1205.0,1205.0,Glassware,5.0,Rated,0.0,0.0
15915,baby complete care ribbon gift box,Baby Care,Baby Bath & Hygiene,the moms co,1599.0,1599.0,Baby Gift Sets,3.0,Rated,0.0,0.0
15916,"smart matic automatic air freshener refill - alive, 2200 sprays",Cleaning & Household,Fresheners & Repellents,godrej aer,247.5,275.0,Air Freshener,3.9,Rated,27.5,10.0
15917,glue board to trap rats - big,Cleaning & Household,Stationery,m stick,95.0,95.0,"Scissor, Glue & Tape",,Not Rated,0.0,0.0
15918,body deodorant - aqua fresh,Beauty & Hygiene,Men's Grooming,wild stone,169.15,199.0,Men's Deodorants,,Not Rated,29.849999999999994,14.999999999999996
15919,"sanitizer spray - air & surface disinfectant, 99.9% germ protection, alcohol based, long lasting fragrance, cool surf blue",Beauty & Hygiene,Bath & Hand Wash,godrej aer,199.0,199.0,Hand Wash & Sanitizers,3.9,Rated,0.0,0.0
15920,original potato crisps,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",kelloggs,33.25,35.0,Nachos & Chips,,Not Rated,1.75,5.0
15921,"pampers new diapers pants, medium, 28 count",Baby Care,Diapers & Wipes,pampers,391.02,399.0,Diapers,4.6,Rated,7.980000000000018,2.0000000000000044
15922,red deodorant spray,Beauty & Hygiene,Fragrances & Deos,wild stone,164.45,299.0,Men's Deodorants,4.2,Rated,134.55,45.0
15923,lint roller - l130008,Cleaning & Household,"Mops, Brushes & Scrubs",liao,75.0,150.0,Dust Cloth & Wipes,,Not Rated,75.0,50.0
15924,oscar pet fridge plastic water bottle - blue,"Kitchen, Garden & Pets",Storage & Accessories,milton,87.0,135.0,Water & Fridge Bottles,4.0,Rated,48.0,35.55555555555556
15925,namkeen - dry mango chatpata,Snacks & Branded Foods,Snacks & Namkeen,balaji foods,50.0,50.0,Namkeen & Savoury Snacks,4.0,Rated,0.0,0.0
15926,wonder diaper pants - medium size,Baby Care,Diapers & Wipes,huggies,456.58,499.0,Diapers,,Not Rated,42.420000000000016,8.50100200400802
15927,dreams cup cake - choco,"Bakery, Cakes & Dairy",Cakes & Pastries,elite,5.0,5.0,Muffins & Cup Cakes,3.9,Rated,0.0,0.0
15928,"fruit & vegetable juice - blends, flush",Beverages,Fruit Juices & Drinks,raw pressery,350.1,450.0,"Unsweetened, Cold Press",4.1,Rated,99.89999999999998,22.199999999999996
15929,ragi malt - instant drink mix,Beverages,"Health Drink, Supplement",manna,63.64,89.0,Kids (5+Yrs),3.7,Rated,25.36,28.49438202247191
15930,paper napkins - sailboat,Cleaning & Household,"Disposables, Garbage Bag",bb home,49.0,79.0,"Paper Napkin, Tissue Box",,Not Rated,30.0,37.9746835443038
15931,universal hooks - square in color white,"Kitchen, Garden & Pets",Storage & Accessories,fackelmann,199.0,199.0,Wall Hooks & Hangers,2.5,Rated,0.0,0.0
15932,chai/opalware coffee cup set - trinity green,"Kitchen, Garden & Pets",Crockery & Cutlery,laopala,289.0,315.0,"Cups, Mugs & Tumblers",2.8,Rated,26.0,8.253968253968253
15933,wottagirl! perfume spray - amber kiss,Beauty & Hygiene,Fragrances & Deos,layerr,156.0,195.0,Perfume,4.3,Rated,39.0,20.0
15934,olive oil,Gourmet & World Food,Oils & Vinegar,colavita,695.0,695.0,"Pure, Pomace Olive Oil",4.3,Rated,0.0,0.0
15935,camphor for puja (small),Cleaning & Household,Pooja Needs,om bhakti,79.0,79.0,Camphor & Wicks,4.1,Rated,0.0,0.0
15936,quinoa,"Foodgrains, Oil & Masala",Dals & Pulses,himalayan natives,152.0,190.0,Cereals & Millets,4.6,Rated,38.0,20.0
15937,"water bottle - plastic, maple, pink","Kitchen, Garden & Pets",Storage & Accessories,cello,195.0,195.0,Water & Fridge Bottles,,Not Rated,0.0,0.0
15938,"pants - extra absorb diaper, extra large size",Baby Care,Diapers & Wipes,mamypoko,1125.0,1499.0,Diapers,4.3,Rated,374.0,24.94996664442962
15939,condiment tartufolio - white truffle flavoured extra virgin olive oil,Gourmet & World Food,Oils & Vinegar,colavita,995.0,995.0,Extra Virgin Olive Oil,,Not Rated,0.0,0.0
15940,black rice,Gourmet & World Food,Cooking & Baking Needs,gooddiet,195.0,295.0,Quinoa & Grains,,Not Rated,100.0,33.89830508474576
15941,all natural probiotics shampoo bar - for oily hair,Beauty & Hygiene,Hair Care,goli soda,250.0,250.0,Shampoo & Conditioner,,Not Rated,0.0,0.0
15942,"antibacterial hand sanitiser - 72% alcohol based, non sticky",Beauty & Hygiene,Bath & Hand Wash,palmolive,37.5,50.0,Hand Wash & Sanitizers,3.8,Rated,12.5,25.0
15943,"organic peanut butter - all natural, unsweetened",Gourmet & World Food,"Sauces, Spreads & Dips",jus amazin,120.0,130.0,"Chocolate, Peanut Spread",3.5,Rated,10.0,7.6923076923076925
15944,hair serum,Beauty & Hygiene,Hair Care,aroma magic,595.0,700.0,Hair Oil & Serum,,Not Rated,105.0,15.0
15945,"steel lid see through, square jars","Kitchen, Garden & Pets",Crockery & Cutlery,yera,209.0,250.0,Glassware,5.0,Rated,41.0,16.400000000000002
15946,chips - sticks,Snacks & Branded Foods,Snacks & Namkeen,balaji foods,45.0,45.0,Chips & Corn Snacks,3.7,Rated,0.0,0.0
15947,hair fall control serum,Beauty & Hygiene,Hair Care,dr.batra's,281.25,625.0,Hair Oil & Serum,4.5,Rated,343.75,55.00000000000001
15948,tulsi capsules,Beauty & Hygiene,Health & Medicine,organic india,175.0,175.0,Supplements & Proteins,4.5,Rated,0.0,0.0
15949,"shiva toothpaste for kids - fluoride-free, sweet bubble gum flavour",Beauty & Hygiene,Oral Care,aquawhite,80.0,80.0,Toothpaste,2.0,Rated,0.0,0.0
15950,sliced green olives,Snacks & Branded Foods,Pickles & Chutney,del monte,140.0,140.0,Other Veg Pickle,4.0,Rated,0.0,0.0
15951,kitchen queen papad box - yellow,"Kitchen, Garden & Pets",Storage & Accessories,saaj,110.0,110.0,Containers Sets,,Not Rated,0.0,0.0
15952,man - green eau de toilette deodorant,Beauty & Hygiene,Men's Grooming,nike,223.2,279.0,Men's Deodorants,5.0,Rated,55.80000000000001,20.000000000000004
15953,toilet bowl cleaner - lavender,Cleaning & Household,All Purpose Cleaners,good maid,150.0,150.0,Toilet Cleaners,4.0,Rated,0.0,0.0
15954,boric acid,Cleaning & Household,All Purpose Cleaners,bhavi,350.0,350.0,Floor & Other Cleaners,4.0,Rated,0.0,0.0
15955,square laundry plastic basket with lid - assorted colour,Cleaning & Household,Bins & Bathroom Ware,nakoda,669.0,838.0,"Laundry, Storage Baskets",3.5,Rated,169.0,20.167064439140812
15956,touch & fresh triple refill pack,Cleaning & Household,Fresheners & Repellents,glade,205.0,205.0,Air Freshener,4.4,Rated,0.0,0.0
15957,potato - wedges,Fruits & Vegetables,Cuts & Sprouts,fresho,22.0,27.5,Cut & Peeled Veggies,,Not Rated,5.5,20.0
15958,class 11-12 project kit,Cleaning & Household,Stationery,classmate,297.0,310.0,"Notebooks, Files, Folders",,Not Rated,13.0,4.193548387096775
15959,fruit & seeds bar,Snacks & Branded Foods,Breakfast Cereals,ritebite max protein,40.0,40.0,Granola & Cereal Bars,4.1,Rated,0.0,0.0
15960,standard neck nursing bottle kpp with s-type nipple - light blue,Baby Care,Feeding & Nursing,pigeon baby,255.0,255.0,Sippers & Bottles,5.0,Rated,0.0,0.0
15961,sparkling water,Beverages,Water,himalayan,198.0,220.0,Spring Water,3.3,Rated,22.0,10.0
15962,bajra,"Foodgrains, Oil & Masala",Rice & Rice Products,bb royal,50.0,80.0,"Poha, Sabudana & Murmura",4.0,Rated,30.0,37.5
15963,"syoss - oleo 21 intense care, 01 shampoo",Beauty & Hygiene,Hair Care,schwarzkopf,425.0,425.0,Shampoo & Conditioner,4.4,Rated,0.0,0.0
15964,skin lightening mask,Beauty & Hygiene,Skin Care,organic harvest,463.25,545.0,Face Care,,Not Rated,81.75,15.0
15965,palakkadan matta unda rice - short grain,"Foodgrains, Oil & Masala",Rice & Rice Products,nirapara,287.14,293.0,Boiled & Steam Rice,4.1,Rated,5.860000000000014,2.0000000000000044
15966,spin mop handle - refill,Cleaning & Household,"Mops, Brushes & Scrubs",gala,700.0,700.0,"Mops, Wipers",3.4,Rated,0.0,0.0
15967,silver shade perfume deodorant for men,Beauty & Hygiene,Fragrances & Deos,ajmal,225.0,299.0,Men's Deodorants,2.6,Rated,74.0,24.74916387959866
15968,organic brown chana,"Foodgrains, Oil & Masala",Organic Staples,24 mantra,75.0,75.0,Organic Dals & Pulses,4.2,Rated,0.0,0.0
15969,"biscrok biscuits dog treats - above 4 months, milk & chicken flavor","Kitchen, Garden & Pets",Pet Food & Accessories,pedigree,237.5,250.0,Pet Meals & Treats,4.4,Rated,12.5,5.0
15970,"food surface wipes - 40% extra free, imported",Cleaning & Household,All Purpose Cleaners,green shield,249.0,249.0,Imported Cleaners,,Not Rated,0.0,0.0
15971,all natural salsa - peri peri salsa,Gourmet & World Food,"Sauces, Spreads & Dips",all that dips,160.0,200.0,"Hummus, Cheese, Salsa Dip",,Not Rated,40.0,20.0
15972,jaggery/bella lump,"Foodgrains, Oil & Masala",Organic Staples,arya organic,165.62,169.0,"Organic Sugar, Jaggery",3.7,Rated,3.3799999999999955,1.9999999999999973
15973,kimchi flavour,Gourmet & World Food,"Pasta, Soup & Noodles",yum yum,35.0,35.0,Imported Noodles,3.7,Rated,0.0,0.0
15974,fruits & vegetables disinfectant tablets,Cleaning & Household,All Purpose Cleaners,bodyguard,763.3,898.0,Disinfectant Spray & Cleaners,,Not Rated,134.70000000000005,15.000000000000005
15975,wild set for women,Beauty & Hygiene,Fragrances & Deos,playboy,792.0,990.0,Gift Sets,3.0,Rated,198.0,20.0
15976,lunch box/tiffin set stainless steel airtight with bag,"Kitchen, Garden & Pets",Steel Utensils,nanonine,429.0,747.0,Steel Lunch Boxes,1.0,Rated,318.0,42.570281124497996
15977,organic - jaggery/bella granules,"Foodgrains, Oil & Masala",Organic Staples,bb royal,47.0,65.0,"Organic Sugar, Jaggery",,Not Rated,18.0,27.692307692307693
15978,natural ice cream - sugarless roasted almond,"Bakery, Cakes & Dairy",Ice Creams & Desserts,nic,325.0,325.0,Ice Creams,3.7,Rated,0.0,0.0
15979,gold flash - mosquito repellent refill,Cleaning & Household,Fresheners & Repellents,good knight,278.08,316.0,Mosquito Repellent,4.3,Rated,37.920000000000016,12.000000000000005
15980,"natural ultra soft superr pads - for maternity flow, overnight flow & extremely heavy flow",Beauty & Hygiene,Feminine Hygiene,sirona,245.65,289.0,Sanitary Napkins,4.8,Rated,43.349999999999994,14.999999999999996
15981,organic ground fenugreek,Gourmet & World Food,Cooking & Baking Needs,dhatu organics & naturals,50.0,50.0,"Herbs, Seasonings & Rubs",4.3,Rated,0.0,0.0
15982,gold face oil,Beauty & Hygiene,Men's Grooming,qraa,450.0,450.0,Face & Body,5.0,Rated,0.0,0.0
15983,opalware dinner set - silken charms,"Kitchen, Garden & Pets",Crockery & Cutlery,laopala,1239.0,1375.0,Dinner Sets,2.9,Rated,136.0,9.89090909090909
15984,cheese - spread,"Bakery, Cakes & Dairy",Dairy,d'lecta,99.0,115.0,Cheese,4.2,Rated,16.0,13.91304347826087
15985,matic - front load detergent,Cleaning & Household,Detergents & Dishwash,henko,365.0,455.0,"Detergent Powder, Liquid",4.5,Rated,90.0,19.78021978021978
15986,clean and dry wash,Beauty & Hygiene,Feminine Hygiene,clean and dry,170.1,189.0,Intimate Wash & Care,4.3,Rated,18.900000000000006,10.000000000000004
15987,pure bee honey - golden clear,Gourmet & World Food,"Sauces, Spreads & Dips",langnese,890.0,890.0,Honey & Maple Syrup,3.4,Rated,0.0,0.0
